id,article_label,article_text,language
184,Ingingo ya 62: Ibihano mu gihe habaye impurirane y'ibyaha,"Mu gihe cy'impurirane mbonezamugambi ivugwa mu gace ka mbere k'igika cya 3 cy'ingingo ya 61 y'iri tegeko, umucamanza atanga ibihano byateganyirijwe icyaha kirushije ibindi gukomera. Mu gihe cy'impurirane mbonezamugambi ivugwa mu gace ka 2° k'igika cya 3 cy'ingingo ya 61 y'iri tegeko, umucamanza atanga igihano ntarengwa cyo hejuru giteganyirijwe icyaha kirusha ibindi gukomera. Mu gihe cy'impurirane mbonezabyaha, umucamanza atanga ibihano kuri buri cyaha maze akabiteranya, ariko akubahiriza ibi bikurikira: 1 º igihano cy'igifungo cya burundu kiburizamo ibindi bihano byose by'igifungo; 2 º igiteranyo cy'ibihano by'igifungo kimara igihe kizwi ntigishora kurenga inshuro ebyiri (2) z'urwego ntarengwa rw'igihano kirushije ibindi gukomera; 3 º igiteranyo cy'imirimo y'inyungu rusange ntikigomba kurenga imyaka ibiri (2); 4 º igiteranyo cy'ibihano by'ihazabu ntigishora kurenga inshuro ebyiri (2) z'urwego ntarengwa rw'igihano kirushije ibindi gukomera; 5 º igiteranyo cy'ibihano byo kubuza cyangwa gutegeka kuba ahantu, cyangwa icy'ibihano byo kubuza uburenganzira mboneragihugu ntigishobora kurenga imyaka makumyabiri n'itanu (25). Igihano cyose cy'ingereka kiratangwa n'ubwo cyaba giteganyijwe ku cyaha kimwe mu bigize impurirane.",rw
185,Article 62: Penalties in case of concurrence of offences,"In case of ideal concurrence of offences referred to in item One of Paragraph 3 of Article 61 of this Law, the judge imposes penalties provided for the most serious offence. In case of ideal concurrence of offences referred to in item 2º of Paragraph 3 of Article 61 of this Law, the judge imposes the maximum penalty provided for the most serious offence. In case of real concurrence of offences, the judge imposes penalties for each offence and combine them, taking into account the following: 1º the penalty of life imprisonment outweighs all other penalties of imprisonment; 2º the combination of penalties of fixed-term imprisonment cannot be more than twice the maximum of the most severe penalty; 3º the combination of the sentences of community service cannot exceed two (2) years; 4º the combination of penalties of fine cannot be more than twice the maximum of the most severe penalty; 5º the combination of penalties of ban on residence or compulsory residence in a particular location or penalties of deprivation of civic rights cannot be more than twenty-five years (25). Any accessory penalty is imposed even if it is provided only for one of the concurrent offences.",en
186,Article 62: Peines en cas de concours d'infractions,"En cas de concours idéal d'infractions prévu au point premier de l'alinéa 3 de l'article 61 de la présente loi, le juge prononce les peines prévues pour l'infraction la plus grave. En cas de concours idéal d'infractions prévu au point 2º de l'alinéa 3 de l'article 61 de la présente loi, le juge impose le maximum de la peine prévue pour l'infraction la plus sévère. En cas de concours réel d'infractions, le juge prononce les peines pour chaque infraction et en fait le cumul en tenant compte de ce qui suit: 1º la peine d'emprisonnement à perpétuité l'emporte sur toutes les autres peines d'emprisonnement; 2º le cumul des peines d'emprisonnement à durée déterminée ne peut excéder le double du maximum de la peine la plus sévère; 3º le cumul des peines aux travaux d'intérêt général ne peut pas excéder deux (2) ans ; 4º le cumul des peines d'amende ne peut pas excéder le double du maximum de la peine la plus sévère ; 5º le cumul des peines d'interdiction ou d'obligation de séjour, ou de dégradation civique ne peut pas aller au-delà de vingt-cinq (25) ans. Toute peine accessoire est appliquée même si elle n'est prévue que pour l'une des infractions en concours.",fr
187,Ingingo ya 63: Uko ibihano birutana,"Igihano kiruta ibindi ni igifite urwego ntarengwa rwo hejuru rusumba urw'ibindi bihano. Iyo ibihano bibiri (2) bihwanyije urwego ntarengwa rwo hejuru, igihano kiruta ikindi ni icyisumbuye mu rwego ntarengwa rwo hasi. Iyo ibihano byombi binganya urwego ntarengwa rwo hejuru n'urwego ntarengwa rwo hasi, igihano kiruta ikindi ni icyongereweho igihano cy'ihazabu. Igihe cyose, igihano cy'igifungo kiruta igihano cy'imirimo y'inyungu rusange n'icy'ihazabu. Igihano cy'imirimo y'inyungu rusange kiruta icy'ihazabu.",rw
188,Article 63: Hierarchy of penalties,"The most severe penalty is the one whose upper end of the range is the highest. When two (2) penalties have the same upper end of the range, the most severe penalty is the one whose lower end of the range is the highest. When both penalties have the same upper end and the same lower end of the range, the most severe penalty is the one accompanied by the penalty of a fine. A penalty of imprisonment is always more severe than the penalty of community service and the penalty of a fine. The penalty of community service is more severe than that of a fine.",en
189,Article 63: Hiérarchie des peines,"La peine la plus sévère est celle dont la limite supérieure est la plus élevée. Lorsque deux (2) peines ont la même limite supérieure, la peine la plus sévère est celle dont la limite inférieure de la plage est la plus élevée. Lorsque deux (2) peines ont la même limite supérieure et la même limite inférieure, la peine la plus sévère est celle qui est assortie d'une peine d'amende. Une peine d'emprisonnement est toujours plus sévère qu'une peine de travaux d'intérêt général et celle d'amende. La peine de travaux d'intérêt général est plus sévère que celle d'amende.",fr
190,Ingingo ya 64: Igihe habaho isubikagihano,Isubikagihano ni icyemezo cy'urukiko gihagarika irangizarubanza ku gihano itegeko riteganyiriza igifungo kitarengeje imyaka itanu (5). Isubikagihano ritangwa hashingiwe ku buremere bw'icyaha. Icyemezo cy'urukiko gisubika igihano kigomba kuba kigaragaza impamvu zashingiweho kandi gifatwa mu rubanza rumwe n'urw'icyaha ruburanisha. Gishobora gutegeka isubika ry'igifungo cyose cyangwa igice cyacyo. Igihano cy'ihazabu n'icy'imirimo y'inyungu rusange ntibishobora gusubikwa.,rw
191,Article 64: Conditions for application of the suspension of penalty,Suspension of sentence is a court decision which orders the stay of execution of a penalty of imprisonment not exceeding five (5) years. Suspension of a penalty is ordered on the basis of the gravity of the offence. The court decision ordering the suspension of penalty must be reasoned and rendered during the trial for the offence committed. Such a decision may order suspension of all or part of the penalty of imprisonment. The penalty of a fine and that of community service may not be subject to suspension.,en
192,Article 64: Conditions d'application du sursis,Le sursis est la décision judiciaire ordonnant de surseoir à l'exécution d'une peine d'emprisonnement n'excédant pas cinq (5) ans. Le sursis est ordonné en considération de la gravité de l'infraction. La décision judiciaire ordonnant le sursis doit être motivée et rendue au cours du même procès jugeant l'infraction commise. Elle peut ordonner le sursis portant sur tout ou partie de la peine d'emprisonnement. La peine d'amende et celle de travaux d'intérêt général ne peuvent pas faire l'objet de sursis.,fr
193,Ingingo ya 65: Guta agaciro kw'igihano gisubitswe,"Igihano gitanzwe kandi kigasubikwa kiba gitaye agaciro, iyo mu gihe cyemejwe kandi kidashobora kujya hasi y'umwaka umwe (1) no kurenga imyaka itanu (5), uwakatiwe atongeye guhamwa n'icyaha cy'ubugome cyangwa icyaha gikomeye yakoze kuva ku munsi icyemezo gihagarika irangizarubanza cyabaye ndakuka. Iyo bitabaye bityo, igihano cyari cyarasubitswe kimwe n'igihano ku cyaha gishya birateranywa kandi bikarangirizwa rimwe.",rw
194,Article 65: Voidance of a suspended penalty,"A suspended penalty is considered as void if, within the period set out in the decision and not less than one (1) year and not exceeding five (5) years, the convict has not subsequently been convicted of a felony or misdemeanour from the date when the decision ordering the suspension of penalty has become final. Otherwise, the suspended penalty as well as the penalty subsequently imposed for the new offence are combined and executed at the same time.",en
195,Article 65: Non avenue du sursis,"La condamnation prononcée avec sursis est considérée comme non avenue si, pendant le délai fixé par la décision et qui ne peut être inférieur à un an (1) ni excéder cinq ans (5), le condamné n'est pas de nouveau reconnu coupable d'un crime ou d'un délit commis postérieurement à la date à laquelle la décision accordant le sursis est devenue définitive. Dans le cas contraire, la peine prononcée avec sursis et celle prononcée pour la nouvelle infraction sont cumulées et exécutées en même temps.",fr
196,Ingingo ya 66: Inkurikizi z'isubikagihano ku bindi byemezo byafashwe n'urukiko,"Isubikagihano ntirisonera uwakatiwe kwishyura amagarama y'urubanza, indishyi z'akababaro no kwamburwa uburenganzira mboneragihugu. Icyakora, kwamburwa uburenganzira mboneragihugu bivaho iyo igihano cyataye agaciro nk'uko biteganywa mu ngingo ya 65 y'iri tegeko.",rw
197,Article 66: Effects of suspension of a penalty on other decisions rendered by the court,"The suspension of a penalty does not exempt a convict from paying the costs of proceedings, damages and from deprivation of civic rights. However, deprivation of civic rights ceases to have effect if the penalty becomes void as provided for in Article 65 of this Law.",en
198,Article 66: Effets du sursis sur les autres décisions rendues par la juridiction,"La suspension d'une peine n'exonère pas le condamné ni du paiement des frais du procès, des dommages-intérêts ni de la dégradation civique. Toutefois, la dégradation civique cesse d'avoir effet si la peine est considérée comme non avenue tel que prévu par l'article 65 de la présente loi.",fr
199,Ingingo ya 67: Impamvu zituma igihano kizima,"Igihano kizima kubera irangizwa ryacyo, urupfu rw'uwakatiwe, imbabazi zitanzwe n'itegeko, imbabazi za Perezida wa Repubulika cyangwa ubusaze bwacyo.",rw
200,Article 67: Causes of extinction of penalty,"A penalty becomes extinct following its execution, the convict's death, amnesty, presidential pardon or due to its prescription.",en
201,Article 67: Causes d'extinction d'une peine,"La peine s'éteint par son exécution, la mort du condamné, l'amnistie, la grâce présidentielle ou par sa prescription.",fr
202,Ingingo ya 68: Igisobanuro cy'imbabazi zitangwa n'itegeko,Imbabazi zitangwa n'itegeko ni imbabazi zitangwa mu nyungu rusange zihabwa abantu ku bihano bari barakatiwe.,rw
203,Article 68: Definition of amnesty,Amnesty is a pardon granted in the general interest and for the benefit of convicted persons in respect of the offences they have committed.,en
204,Article 68: Définition de l'amnistie,L'amnistie est le pardon accordé pour l'intérêt général en faveur des condamnés concernant les infractions qu'ils ont commises.,fr
205,Ingingo ya 69: Inkurikizi z'imbabazi zitangwa n'itegeko,"Imbabazi zitangwa n'itegeko zivanaho igihano cyatanzwe hamwe n'ingaruka zose z'icyaha. Icyakora, imbabazi zitangwa n'itegeko ntizibuza uwakatiwe gutanga indishyi zikomoka ku cyaha yategetswe n'icyemezo cy'urukiko kimukatira igihano. Ntizibuza kandi ko hatangwa ikirego cy'imbonezamubano gishingiye ku cyaha.",rw
206,Article 69: Effects of amnesty,"Amnesty extinguishes the penalty pronounced as well as consequences of the offence. However, neither does amnesty exempt the convict from paying damages resulting from the court decision imposing the penalty nor does it prevent the filing of civil action arising out of the offence.",en
207,Article 69: Effets de l'amnistie,"L'amnistie efface la peine prononcée en même temps que toutes les conséquences de l'infraction. Toutefois, l'amnistie n'exonère pas le condamné du paiement des dommages-intérêts résultant de la décision judiciaire de condamnation. L'amnistie n'empêche pas non plus l'introduction de l'action civile née de l'infraction.",fr
